日期,距離,光線
2022-11-14 00:19:04,100,0.4885197850512668
2022-11-14 00:19:36,100,0.4885197850512668
2022-11-14 00:20:07,100,0.4885197850512668
2022-11-14 00:20:38,100,0.4885197850512668
2022-11-14 00:21:08,100,0.4885197850512668
2022-11-14 00:21:38,100,0.4885197850512668
2022-11-14 00:22:09,100,0.4885197850512668
2022-11-14 00:22:39,100,0.4885197850512668
2022-11-14 00:23:09,100,0.4885197850512668
2022-11-14 00:23:40,100,0.4885197850512668
2022-11-14 00:24:10,100,0.4885197850512668
2022-11-14 00:24:40,100,0.4885197850512668
2022-11-14 00:25:11,100,0.4885197850512668
2022-11-14 00:25:41,100,0.4885197850512668
2022-11-14 00:26:11,100,0.4885197850512668
2022-11-14 00:26:42,100,0.4885197850512668
2022-11-14 00:27:12,100,0.4885197850512668
2022-11-14 00:27:42,100,0.4885197850512668
2022-11-14 00:28:13,100,0.4885197850512668
2022-11-14 00:28:43,100,0.4885197850512668
2022-11-14 00:29:13,100,0.4885197850512668
2022-11-14 00:29:44,100,0.4885197850512668
2022-11-14 00:30:14,100,0.4885197850512668
2022-11-14 00:30:44,100,0.4885197850512668
2022-11-14 00:31:14,100,0.4885197850512668
2022-11-14 00:31:45,100,0.4885197850512668
2022-11-14 00:32:15,100,0.4885197850512668
2022-11-14 00:32:45,100,0.4885197850512668
2022-11-14 00:33:16,100,0.4885197850512668
2022-11-14 00:33:46,100,0.4885197850512668
2022-11-14 00:34:16,100,0.4885197850512668
2022-11-14 00:34:47,100,0.4885197850512668
2022-11-14 00:35:17,100,0.4885197850512668
2022-11-14 00:35:47,100,0.4885197850512668
2022-11-14 00:36:18,100,0.4885197850512668
2022-11-14 00:36:48,100,0.4885197850512668
2022-11-14 00:37:18,100,0.4885197850512668
2022-11-14 00:37:49,100,0.4885197850512668
2022-11-14 00:38:19,100,0.4885197850512668
2022-11-14 00:38:49,100,0.4885197850512668
2022-11-14 00:39:20,100,0.4885197850512668
2022-11-14 00:39:50,100,0.4885197850512668
2022-11-14 00:40:20,100,0.4885197850512668
2022-11-14 00:40:51,100,0.4885197850512668
2022-11-14 00:41:21,100,0.4885197850512668
2022-11-14 00:41:51,100,0.4885197850512668
2022-11-14 00:42:22,100,0.4885197850512668
2022-11-14 00:42:52,100,0.4885197850512668
2022-11-14 00:43:22,100,0.4885197850512668
2022-11-14 00:43:53,100,0.4885197850512668
2022-11-14 00:44:23,100,0.4885197850512668
2022-11-14 00:44:53,100,0.4885197850512668
2022-11-14 00:45:24,100,0.4885197850512668
2022-11-14 00:45:54,100,0.4885197850512668
2022-11-14 00:46:24,100,0.4885197850512668
2022-11-14 00:46:55,100,0.4885197850512668
2022-11-14 00:47:25,100,0.4885197850512668
2022-11-14 00:47:55,100,0.4885197850512668
2022-11-14 00:48:26,100,0.4885197850512668
2022-11-14 00:48:56,100,0.4885197850512668
2022-11-14 00:49:26,100,0.4885197850512668
2022-11-14 00:49:57,100,0.4885197850512668
2022-11-14 00:50:27,100,0.4885197850512668
2022-11-14 00:50:57,100,0.4885197850512668
2022-11-14 00:51:28,100,0.4885197850512668
2022-11-14 00:51:58,100,0.4885197850512668
2022-11-14 00:52:28,100,0.4885197850512668
2022-11-14 00:52:59,100,0.4885197850512668
2022-11-14 00:53:29,100,0.4885197850512668
2022-11-14 00:53:59,100,0.4885197850512668
2022-11-14 00:54:30,100,0.4885197850512668
2022-11-14 00:55:00,100,0.4885197850512668
2022-11-14 00:55:30,100,0.4885197850512668
2022-11-14 00:56:01,100,0.4885197850512668
2022-11-14 00:56:31,100,0.4885197850512668
2022-11-14 00:57:02,100,0.4885197850512668
2022-11-14 00:57:32,100,0.4885197850512668
2022-11-14 00:58:02,100,0.4885197850512668
2022-11-14 00:58:33,100,0.4885197850512668
2022-11-14 00:59:03,100,0.4885197850512668
2022-11-14 00:59:33,100,0.4885197850512668
2022-11-14 01:00:04,100,0.4885197850512668
