日期,距離,光線
2022-11-11 09:32:40,7.592327658269141,145.09037616023446
2022-11-11 09:33:10,3.8406503249129855,139.22813873961903
2022-11-11 10:37:37,6.8730434921817505,138.25109916951627
2022-11-11 10:40:45,7.4203544101374055,145.09037616023446
2022-11-11 10:43:25,7.047865803305285,145.09037616023446
2022-11-11 10:48:52,6.996376817093733,139.22813873961903
2022-11-11 10:54:36,6.962050805473154,144.11333659013192
2022-11-11 11:07:54,7.197578653412165,138.25109916951627
2022-11-11 11:29:49,6.667756842623021,137.27405959941373
2022-11-11 11:30:28,6.759269958633922,131.41182217879833
2022-11-11 11:30:33,6.526951596777508,135.31998045920867
2022-11-11 11:32:12,6.601318877601443,132.38886174890087
2022-11-11 11:32:17,6.534263035504409,134.34294088910593
2022-11-11 11:32:22,6.676647291870721,135.31998045920867
2022-11-11 11:32:27,6.560642576308965,138.25109916951627
2022-11-11 11:34:51,6.9657923311242484,136.2970200293112
2022-11-11 11:34:56,6.84851753577459,137.27405959941373
2022-11-11 11:35:01,6.773189137114969,138.25109916951627
2022-11-11 11:39:18,6.767799965278755,144.11333659013192
2022-11-11 11:39:23,6.391501197131219,143.1362970200294
2022-11-11 11:39:28,6.968366769508065,136.2970200293112
2022-11-11 11:39:33,7.037344878495786,135.31998045920867
2022-11-11 11:39:38,6.563440139138038,137.27405959941373
2022-11-11 13:59:26,13.772174780668136,136.2970200293112
2022-11-11 13:59:31,12.796767115181865,142.15925744992663
2022-11-11 14:05:08,16.81570666396874,135.31998045920867
2022-11-11 14:05:13,12.551713848344662,136.2970200293112
2022-11-11 14:05:18,12.457317316388071,135.31998045920867
2022-11-11 14:05:23,12.631796386751375,136.2970200293112
2022-11-11 14:05:28,12.715071287446337,135.31998045920867
