日期,距離,光線
2022-11-08 11:21:00,10.33008360241547,141.1822178798241
2022-11-08 11:21:30,10.018935580097605,146.067415730337
2022-11-08 11:22:00,10.30337797586435,148.02149487054228
2022-11-08 11:22:30,10.357733207398269,148.02149487054228
2022-11-08 11:23:00,10.009084013014217,148.02149487054228
2022-11-08 11:23:30,10.40668209647265,140.20517830972156
2022-11-08 11:24:00,10.281460799087654,146.067415730337
2022-11-08 11:24:30,10.177212762486306,147.04445530043975
2022-11-08 11:25:00,10.222351459025958,148.02149487054228
2022-11-08 11:25:30,10.134940280049705,141.1822178798241
2022-11-08 11:26:00,10.181984072856721,148.02149487054228
2022-11-08 11:40:14,10.161628767196817,146.067415730337
